Location,Date,Infectious,Infectious_CI_L,Infectious_CI_U,Infectious_CrI_L,Infectious_CrI_U,Growth_Rate,Growth_Rate_CI_L,Growth_Rate_CI_U,Infected,Infected_CI_L,Infected_CI_U,Infected_CrI_L,Infected_CrI_U,Deaths
Alabama,2019-12-28,,,,,,,,,,,,,,
Alabama,2019-12-29,,,,,,,,,,,,,,
Alabama,2019-12-30,,,,,,,,,,,,,,
Alabama,2019-12-31,,,,,,,,,,,,,,
Alabama,2020-01-01,,,,,,,,,,,,,,
Alabama,2020-01-02,,,,,,,,,,,,,,
Alabama,2020-01-03,,,,,,,,,,,,,,
Alabama,2020-01-04,,,,,,,,,,,,,,
Alabama,2020-01-05,,,,,,,,,,,,,,
Alabama,2020-01-06,,,,,,,,,,,,,,
Alabama,2020-01-07,,,,,,,,,,,,,,
Alabama,2020-01-08,,,,,,,,,,,,,,
Alabama,2020-01-09,,,,,,,,,,,,,,
Alabama,2020-01-10,,,,,,,,,,,,,,
Alabama,2020-01-11,,,,,,,,,,,,,,
Alabama,2020-01-12,,,,,,,,,,,,,,
Alabama,2020-01-13,,,,,,,,,,,,,,
Alabama,2020-01-14,,,,,,,,,,,,,,
Alabama,2020-01-15,,,,,,,,,,,,,,
Alabama,2020-01-16,,,,,,,,,,,,,,
Alabama,2020-01-17,,,,,,,,,,,,,,
Alabama,2020-01-18,,,,,,,,,,,,,,
Alabama,2020-01-19,,,,,,,,,,,,,,
Alabama,2020-01-20,,,,,,,,,,,,,,
Alabama,2020-01-21,,,,,,,,,,,,,,
Alabama,2020-01-22,,,,,,,,,,,,,,
Alabama,2020-01-23,,,,,,,,,,,,,,0.0
Alabama,2020-01-24,,,,,,,,,,,,,,0.0
Alabama,2020-01-25,,,,,,,,,,,,,,0.0
Alabama,2020-01-26,,,,,,,,,,,,,,0.0
Alabama,2020-01-27,,,,,,,,,,,,,,0.0
Alabama,2020-01-28,,,,,,,,,,,,,,0.0
Alabama,2020-01-29,,,,,,,,,,,,,,0.0
Alabama,2020-01-30,,,,,,,,,,,,,,0.0
Alabama,2020-01-31,,,,,,,,,,,,,,0.0
Alabama,2020-02-01,,,,,,,,,,,,,,0.0
Alabama,2020-02-02,,,,,,,,,,,,,,0.0
Alabama,2020-02-03,,,,,,,,,,,,,,0.0
Alabama,2020-02-04,,,,,,,,,,,,,,0.0
Alabama,2020-02-05,,,,,,,,,,,,,,0.0
Alabama,2020-02-06,,,,,,,,,,,,,,0.0
Alabama,2020-02-07,,,,,,,,,,,,,,0.0
Alabama,2020-02-08,,,,,,,,,,,,,,0.0
Alabama,2020-02-09,,,,,,,,,,,,,,0.0
Alabama,2020-02-10,,,,,,,,,,,,,,0.0
Alabama,2020-02-11,,,,,,,,,,,,,,0.0
Alabama,2020-02-12,,,,,,,,,,,,,,0.0
Alabama,2020-02-13,,,,,,,,,,,,,,0.0
Alabama,2020-02-14,,,,,,,,,,,,,,0.0
Alabama,2020-02-15,,,,,,,,,,,,,,0.0
Alabama,2020-02-16,,,,,,,,,0.5,,,,,0.0
Alabama,2020-02-17,,,,,,,,,1.5,,,,,0.0
Alabama,2020-02-18,,,,,,,,,4.6,,,,,0.0
Alabama,2020-02-19,,,,,,,,,9.7,1.8,9.8,1.6,18.0,0.0
Alabama,2020-02-20,3.3,0.0,12.5,0.0,14.3,,,,19.4,9.1,23.0,7.1,36.8,0.0
Alabama,2020-02-21,6.7,0.0,22.6,0.0,26.1,,,,33.8,20.9,41.2,15.0,64.4,0.0
Alabama,2020-02-22,20.0,4.9,38.9,4.2,49.4,,,,59.4,41.8,70.4,28.3,112.3,0.0
Alabama,2020-02-23,33.3,11.6,64.0,9.7,81.6,0.5849,0.4223,1.409,97.7,73.9,116.8,48.1,185.3,0.0
Alabama,2020-02-24,63.2,32.3,110.3,24.8,144.9,0.5849,0.4224,1.4516,151.5,121.2,178.1,76.1,286.0,0.0
Alabama,2020-02-25,93.1,53.9,153.2,39.8,205.3,0.4895,0.3923,0.6737,223.7,180.4,257.8,112.7,420.2,0.0
Alabama,2020-02-26,166.3,99.6,243.0,72.6,342.3,0.4294,0.35,0.5442,316.9,264.6,360.9,161.2,593.8,0.0
Alabama,2020-02-27,249.5,166.2,375.7,115.8,522.0,0.3772,0.3047,0.4525,431.7,366.2,487.6,220.5,807.6,0.0
Alabama,2020-02-28,349.3,240.4,492.1,164.9,705.9,0.3365,0.2761,0.3935,570.4,497.6,632.4,293.2,1063.5,0.0
Alabama,2020-02-29,469.2,321.3,665.4,220.9,951.3,0.2922,0.2392,0.3489,740.3,647.6,818.1,380.8,1379.5,0.0
Alabama,2020-03-01,606.0,429.3,802.5,290.0,1190.8,0.2511,0.2016,0.301,941.5,834.7,1044.3,485.5,1755.4,0.0
Alabama,2020-03-02,746.3,534.9,958.1,359.1,1448.6,0.222,0.1789,0.2695,1176.0,1055.8,1291.0,607.7,2189.2,0.0
Alabama,2020-03-03,901.6,694.0,1155.2,446.9,1748.7,0.1981,0.1562,0.2414,1445.3,1315.1,1577.6,748.4,2688.2,0.0
Alabama,2020-03-04,1104.1,824.3,1389.8,540.8,2127.8,0.1789,0.1436,0.2175,1754.7,1605.2,1900.0,909.4,3260.3,0.0
Alabama,2020-03-05,1307.5,1010.6,1688.7,649.1,2543.8,0.1636,0.1276,0.2006,2099.2,1930.9,2253.7,1088.6,3896.2,0.0
Alabama,2020-03-06,1524.5,1179.2,1884.7,757.0,2920.1,0.1504,0.1175,0.1859,2481.1,2294.6,2649.8,1287.6,4602.4,0.0
Alabama,2020-03-07,1750.4,1391.9,2153.1,877.6,3347.3,0.1353,0.1024,0.1723,2894.5,2689.4,3079.4,1502.9,5367.2,0.0
Alabama,2020-03-08,2011.5,1610.1,2445.2,1010.7,3832.5,0.1197,0.0869,0.1521,3338.5,3124.5,3544.7,1734.8,6189.2,0.0
Alabama,2020-03-09,2238.8,1841.7,2669.8,1134.3,4242.1,0.1068,0.0764,0.1356,3814.7,3590.5,4036.7,1983.3,7069.7,0.0
Alabama,2020-03-10,2482.3,2031.7,2982.1,1255.9,4713.2,0.0958,0.068,0.1227,4323.8,4085.5,4557.4,2248.8,8010.6,0.0
Alabama,2020-03-11,2687.5,2197.2,3215.6,1359.2,5096.9,0.085,0.0588,0.1109,4863.9,4602.7,5116.0,2530.0,9009.5,0.0
Alabama,2020-03-12,2885.8,2375.4,3382.2,1462.4,5443.0,0.0758,0.0491,0.1014,5435.8,5151.0,5706.8,2827.8,10067.3,0.0
Alabama,2020-03-13,3095.1,2592.3,3646.2,1575.9,5845.4,0.0686,0.044,0.0949,6038.3,5733.4,6342.9,3141.8,11183.6,0.0
Alabama,2020-03-14,3309.7,2713.0,3879.7,1675.2,6242.8,0.0625,0.0361,0.0871,6667.4,6344.7,7007.4,3469.7,12349.4,0.0
Alabama,2020-03-15,3510.4,2953.1,4141.8,1789.4,6632.4,0.0582,0.0356,0.0833,7327.3,6978.4,7678.4,3813.4,13568.5,0.0
Alabama,2020-03-16,3717.2,3148.0,4313.1,1898.0,6994.2,0.0547,0.0325,0.0781,8017.0,7640.8,8394.7,4172.6,14845.0,0.1
Alabama,2020-03-17,3916.0,3287.8,4663.5,1995.2,7417.2,0.0508,0.0283,0.0732,8733.1,8345.0,9120.9,4546.1,16167.9,0.2
Alabama,2020-03-18,4089.6,3441.8,4746.5,2084.9,7695.3,0.046,0.0241,0.069,9464.6,9075.2,9875.5,4928.0,17520.9,0.3
Alabama,2020-03-19,4289.2,3656.6,4948.6,2193.7,8059.8,0.0413,0.0178,0.0643,10217.7,9787.5,10636.2,5319.8,18912.0,0.6
Alabama,2020-03-20,4483.4,3833.3,5274.4,2294.6,8464.5,0.0374,0.0134,0.0597,10990.9,10538.9,11426.5,5722.7,20341.5,1.0
Alabama,2020-03-21,4654.5,3988.5,5423.7,2383.3,8766.6,0.0343,0.0103,0.0562,11783.3,11302.4,12242.5,6135.4,21807.1,1.5
Alabama,2020-03-22,4754.4,4064.0,5499.7,2433.1,8939.4,0.0315,0.0105,0.0523,12598.4,12092.0,13074.1,6560.1,23314.0,2.2
Alabama,2020-03-23,4895.0,4137.0,5639.8,2498.2,9195.3,0.0286,0.0078,0.0494,13432.5,12927.4,13914.6,6995.6,24854.9,3.2
Alabama,2020-03-24,5026.0,4303.7,5789.6,2573.2,9441.1,0.0258,0.0056,0.0457,14282.6,13747.1,14777.0,7438.4,26426.1,4.3
Alabama,2020-03-25,5150.4,4374.4,5911.1,2631.7,9666.8,0.0246,0.0029,0.0459,15151.5,14596.6,15674.7,7891.3,28033.7,5.7
Alabama,2020-03-26,5298.4,4530.3,6053.1,2711.7,9934.8,0.0238,0.0022,0.0443,16036.8,15459.5,16579.5,8352.7,29670.5,7.4
Alabama,2020-03-27,5421.6,4721.5,6189.5,2786.0,10164.3,0.0226,0.0023,0.0437,16939.2,16336.0,17507.2,8822.9,31339.7,9.4
Alabama,2020-03-28,5525.9,4691.4,6329.2,2823.3,10367.0,0.0214,0.0022,0.0414,17855.4,17229.4,18446.8,9300.4,33034.0,11.8
Alabama,2020-03-29,5648.0,4915.6,6503.5,2901.9,10608.4,0.02,0.0011,0.0409,18787.7,18132.1,19414.8,9786.1,34759.3,14.5
Alabama,2020-03-30,5754.1,4949.1,6562.6,2948.9,10785.3,0.0194,-0.0004,0.0389,19744.7,19073.8,20397.1,10285.1,36529.3,17.6
Alabama,2020-03-31,5865.8,5060.3,6701.9,3008.2,10998.9,0.0204,0.0009,0.0407,20730.9,20032.3,21411.2,10799.0,38353.3,21.0
Alabama,2020-04-01,5955.3,5115.9,6853.1,3051.1,11184.0,0.0224,0.0026,0.0418,21755.0,21042.0,22453.8,11333.0,40246.5,24.8
Alabama,2020-04-02,6059.8,5260.9,6965.8,3111.9,11377.6,0.0243,0.0043,0.0422,22809.7,22079.3,23531.2,11883.0,42196.8,29.0
Alabama,2020-04-03,6220.7,5413.9,7098.9,3196.2,11661.4,0.0256,0.0078,0.0436,23894.2,23137.7,24647.8,12448.1,44202.7,33.4
Alabama,2020-04-04,6410.1,5597.7,7291.4,3295.8,12008.3,0.0277,0.0095,0.047,25018.1,24234.5,25804.8,13033.9,46281.7,38.2
Alabama,2020-04-05,6656.6,5779.0,7494.8,3418.4,12445.0,0.0302,0.0117,0.0491,26177.6,25364.6,26985.8,13638.2,48425.5,43.2
Alabama,2020-04-06,6855.8,6040.5,7733.1,3531.2,12822.0,0.0317,0.0129,0.0501,27376.2,26536.8,28205.4,14262.9,50641.3,48.7
Alabama,2020-04-07,7048.8,6107.9,7975.2,3618.3,13190.7,0.0321,0.0134,0.0511,28610.0,27748.2,29462.1,14906.1,52922.2,54.4
Alabama,2020-04-08,7305.6,6404.8,8268.5,3759.2,13672.2,0.0309,0.0135,0.0487,29871.4,28997.6,30762.2,15563.9,55255.7,60.4
Alabama,2020-04-09,7537.0,6535.6,8455.1,3869.5,14081.4,0.0293,0.0122,0.0468,31161.9,30257.5,32085.4,16236.5,57642.4,66.7
Alabama,2020-04-10,7790.9,6864.2,8783.7,4012.8,14569.4,0.0282,0.0099,0.0475,32476.6,31539.2,33416.5,16921.6,60072.4,73.3
Alabama,2020-04-11,8019.1,7052.2,8980.7,4128.9,14977.5,0.0262,0.0088,0.0446,33814.9,32843.7,34788.6,17619.0,62547.4,80.2
Alabama,2020-04-12,8199.1,7278.3,9211.4,4228.9,15322.6,0.0233,0.0078,0.0402,35164.8,34166.1,36165.4,18322.7,65043.4,87.4
Alabama,2020-04-13,8388.5,7343.7,9411.4,4315.2,15672.6,0.0189,0.0018,0.0367,36507.0,35461.3,37543.5,19021.8,67525.8,94.7
Alabama,2020-04-14,8545.5,7542.2,9547.5,4402.9,15953.8,0.0134,-0.0034,0.031,37836.9,36769.5,38896.7,19715.1,69984.5,102.2
Alabama,2020-04-15,8698.8,7719.7,9734.5,4486.5,16244.8,0.0084,-0.0081,0.025,39152.4,38056.4,40239.0,20400.8,72416.9,109.9
Alabama,2020-04-16,8774.6,7725.6,9803.6,4518.9,16381.5,0.0037,-0.0133,0.0211,40456.1,39327.0,41578.1,21080.2,74828.1,117.9
Alabama,2020-04-17,8724.2,7711.2,9800.8,4496.2,16303.7,-0.0005,-0.019,0.0165,41749.2,40579.1,42897.9,21753.8,77219.2,126.0
Alabama,2020-04-18,8644.3,7697.3,9721.2,4461.0,16157.6,-0.0052,-0.023,0.0113,43013.5,41826.1,44191.4,22413.0,79557.1,134.4
Alabama,2020-04-19,8551.1,7498.0,9607.7,4400.3,15980.6,-0.0107,-0.0284,0.0067,44242.9,43021.8,45433.2,23053.7,81829.4,142.9
Alabama,2020-04-20,8473.6,7470.4,9484.1,4364.9,15824.6,-0.0157,-0.0334,0.0015,45426.1,44175.1,46650.8,23670.2,84018.0,151.6
Alabama,2020-04-21,8405.4,7412.4,9466.1,4330.1,15715.2,-0.0197,-0.0378,-0.0044,46570.5,45287.0,47804.9,24266.5,86133.0,160.4
Alabama,2020-04-22,8217.7,7271.9,9233.9,4236.1,15357.9,-0.0227,-0.039,-0.0054,47683.6,46384.0,48954.8,24846.9,88192.2,169.4
Alabama,2020-04-23,7991.3,7038.4,8997.5,4115.8,14940.4,-0.025,-0.0426,-0.0065,48768.8,47434.6,50055.1,25412.2,90198.2,178.6
Alabama,2020-04-24,7690.9,6736.4,8590.6,3956.7,14357.6,-0.0267,-0.0445,-0.0084,49836.9,48514.1,51139.5,25969.7,92172.9,187.9
Alabama,2020-04-25,7438.7,6519.7,8368.1,3827.5,13904.9,-0.027,-0.0447,-0.009,50886.2,49536.1,52222.7,26516.5,94113.9,197.5
Alabama,2020-04-26,7234.9,6300.0,8236.2,3717.7,13555.7,-0.0263,-0.0443,-0.0083,51912.0,50554.8,53261.2,27051.5,96010.1,207.4
Alabama,2020-04-27,7053.7,6114.3,7888.7,3621.1,13171.1,-0.0244,-0.0415,-0.0063,52920.4,51543.3,54297.3,27577.1,97875.3,217.6
Alabama,2020-04-28,6943.2,6095.4,7930.0,3573.7,13018.0,-0.0213,-0.0373,-0.0023,53917.8,52523.6,55313.1,28097.0,99719.4,228.2
Alabama,2020-04-29,6819.9,5976.9,7716.9,3509.1,12762.6,-0.0184,-0.0362,0.0006,54905.2,53490.7,56332.0,28611.7,101545.9,239.0
Alabama,2020-04-30,6668.0,5818.7,7590.3,3427.9,12493.3,-0.016,-0.0336,0.0026,55883.5,54447.1,57329.0,29121.6,103354.8,250.2
Alabama,2020-05-01,6554.6,5738.5,7441.3,3371.9,12274.2,-0.0141,-0.0343,0.0042,56856.8,55386.8,58321.0,29628.6,105154.4,261.8
Alabama,2020-05-02,6483.0,5672.4,7355.3,3334.6,12138.6,-0.0119,-0.0318,0.0064,57832.3,56349.5,59321.0,30137.2,106958.6,273.8
Alabama,2020-05-03,6417.9,5566.6,7295.9,3295.1,12021.5,-0.0078,-0.0261,0.0098,58821.0,57317.1,60334.7,30652.5,108787.0,286.2
Alabama,2020-05-04,6359.2,5521.2,7239.8,3265.7,11915.2,-0.0025,-0.0203,0.0156,59831.6,58315.0,61383.9,31179.4,110657.0,298.8
Alabama,2020-05-05,6326.2,5509.4,7209.8,3250.9,11856.0,0.0021,-0.0159,0.0193,60857.2,59311.6,62407.0,31713.8,112551.6,311.7
Alabama,2020-05-06,6341.2,5521.4,7181.1,3258.4,11868.6,0.0054,-0.0134,0.0244,61892.9,60331.9,63452.9,32253.8,114466.0,324.8
Alabama,2020-05-07,6426.3,5560.8,7339.3,3297.8,12048.7,0.0076,-0.0107,0.0284,62929.6,61357.4,64507.6,32794.3,116382.7,338.2
Alabama,2020-05-08,6568.6,5660.0,7530.0,3367.7,12325.5,0.0077,-0.0115,0.0267,63952.5,62348.7,65539.0,33327.3,118273.2,351.7
Alabama,2020-05-09,6666.4,5724.8,7533.8,3415.2,12472.3,0.0064,-0.0118,0.0249,64967.0,63336.0,66585.3,33855.9,120150.0,365.2
Alabama,2020-05-10,6732.5,5854.4,7656.1,3458.6,12611.7,0.0048,-0.0139,0.0232,65984.5,64343.1,67615.8,34386.5,122030.8,378.5
Alabama,2020-05-11,6738.3,5807.5,7688.3,3454.9,12631.2,0.0036,-0.0148,0.0225,67017.7,65369.2,68657.0,34925.3,123940.2,391.6
Alabama,2020-05-12,6648.8,5831.3,7533.8,3421.5,12445.8,0.0024,-0.015,0.0206,68055.8,66374.8,69729.8,35466.1,125860.7,404.7
Alabama,2020-05-13,6594.5,5755.5,7495.4,3390.3,12351.9,0.0014,-0.0168,0.0204,69098.8,67392.8,70786.8,36009.7,127788.9,417.6
Alabama,2020-05-14,6613.6,5743.9,7553.9,3396.6,12400.2,0.0012,-0.0184,0.0211,70145.5,68399.5,71856.4,36554.9,129724.4,430.2
Alabama,2020-05-15,6715.5,5856.0,7623.0,3451.8,12575.2,0.0014,-0.0169,0.0192,71178.1,69416.6,72909.9,37093.2,131633.7,442.5
Alabama,2020-05-16,6747.7,5836.1,7657.3,3462.4,12634.7,0.0014,-0.0155,0.0203,72203.5,70428.8,73933.1,37627.8,133528.1,454.4
Alabama,2020-05-17,6780.0,5898.1,7744.2,3483.3,12712.3,0.0009,-0.0178,0.0184,73222.7,71423.6,74983.1,38159.0,135413.5,465.8
Alabama,2020-05-18,6803.1,5914.5,7730.0,3494.7,12741.8,-0.0016,-0.0197,0.0156,74231.4,72427.4,76003.2,38685.0,137277.9,477.0
Alabama,2020-05-19,6711.8,5850.0,7632.8,3449.6,12573.0,-0.0045,-0.0239,0.0148,75230.4,73384.4,77016.0,39205.3,139124.8,487.8
Alabama,2020-05-20,6665.2,5800.9,7532.0,3424.6,12469.8,-0.0061,-0.0261,0.0136,76225.3,74378.0,78031.9,39724.3,140964.5,498.5
Alabama,2020-05-21,6625.0,5778.7,7514.6,3405.5,12403.9,-0.0069,-0.0248,0.0134,77221.4,75370.3,79042.0,40243.8,142806.0,509.0
Alabama,2020-05-22,6556.3,5703.6,7415.1,3368.3,12268.1,-0.0052,-0.0241,0.0146,78230.6,76344.8,80069.1,40769.5,144671.9,519.2
Alabama,2020-05-23,6493.9,5606.2,7411.5,3330.8,12173.9,-0.0016,-0.019,0.0166,79255.9,77355.2,81105.2,41304.0,146567.1,529.3
Alabama,2020-05-24,6466.8,5547.3,7345.2,3312.1,12110.9,0.0019,-0.015,0.0206,80303.3,78372.5,82202.9,41849.8,148505.8,539.3
Alabama,2020-05-25,6474.8,5601.6,7442.1,3322.6,12156.6,0.0053,-0.0123,0.0238,81359.9,79407.2,83273.8,42400.5,150459.0,549.2
Alabama,2020-05-26,6559.9,5697.1,7484.7,3369.0,12296.8,0.0086,-0.0096,0.0269,82435.7,80469.7,84389.4,42961.4,152449.5,559.0
Alabama,2020-05-27,6664.4,5826.2,7612.4,3427.4,12495.7,0.0115,-0.0074,0.0317,83521.4,81529.4,85497.4,43527.2,154457.0,568.7
Alabama,2020-05-28,6807.9,5936.7,7760.7,3499.3,12759.2,0.0131,-0.0051,0.0318,84617.3,82610.3,86593.6,44098.6,156481.9,578.5
Alabama,2020-05-29,6868.0,5976.9,7754.6,3528.8,12847.2,0.0141,-0.0038,0.033,85734.5,83699.6,87757.2,44680.8,158549.4,588.4
Alabama,2020-05-30,6992.8,6184.1,7997.5,3604.3,13114.8,0.0145,-0.0042,0.0332,86869.6,84815.9,88893.6,45272.5,160646.8,598.5
Alabama,2020-05-31,7056.6,6146.3,8032.6,3626.3,13221.4,0.0136,-0.0047,0.0316,88014.6,85922.0,90067.6,45868.9,162764.3,608.7
Alabama,2020-06-01,7123.6,6182.5,8062.9,3658.0,13331.7,0.013,-0.0038,0.0297,89174.8,87066.7,91263.3,46473.9,164910.6,619.1
Alabama,2020-06-02,7262.0,6358.6,8205.6,3735.9,13586.2,0.0138,-0.0055,0.0309,90364.1,88232.5,92473.2,47093.7,167109.3,629.5
Alabama,2020-06-03,7378.0,6443.2,8390.6,3793.5,13820.9,0.0152,-0.0048,0.0329,91578.2,89419.4,93707.2,47726.5,169354.0,639.7
Alabama,2020-06-04,7442.1,6553.1,8369.7,3832.7,13910.6,0.017,0.0008,0.0346,92820.8,90640.1,94994.4,48374.2,171653.0,649.8
Alabama,2020-06-05,7541.9,6584.6,8487.2,3877.6,14098.8,0.0177,0.0009,0.0352,94083.8,91861.7,96248.6,49032.2,173986.1,660.0
Alabama,2020-06-06,7729.8,6773.8,8648.8,3977.2,14434.8,0.0178,0.0009,0.0358,95371.4,93123.0,97570.1,49703.3,176367.4,670.3
Alabama,2020-06-07,7891.9,6997.4,8867.7,4069.6,14748.9,0.019,0.0022,0.0363,96687.4,94424.0,98889.1,50389.5,178799.3,680.7
Alabama,2020-06-08,8077.0,7120.0,9038.5,4160.5,15083.4,0.0208,0.0034,0.037,98038.6,95740.2,100284.1,51093.6,181298.8,691.2
Alabama,2020-06-09,8209.8,7203.9,9163.5,4225.2,15324.4,0.022,0.0059,0.0385,99427.4,97130.0,101673.5,51818.1,183865.1,701.6
Alabama,2020-06-10,8368.9,7457.9,9364.1,4319.5,15628.3,0.0235,0.0064,0.0411,100871.2,98540.6,103167.0,52570.5,186536.1,712.0
Alabama,2020-06-11,8554.3,7527.2,9550.4,4404.9,15968.2,0.0258,0.0103,0.0426,102371.0,100001.0,104715.5,53352.1,189310.5,722.2
Alabama,2020-06-12,8782.6,7816.0,9797.5,4531.9,16392.0,0.0285,0.0138,0.0451,103929.9,101545.7,106295.1,54164.9,192192.4,732.4
Alabama,2020-06-13,9027.5,7897.9,10176.3,4643.3,16881.3,0.031,0.0151,0.048,105538.8,103128.0,107945.3,55003.6,195167.9,742.5
Alabama,2020-06-14,9384.6,8405.5,10523.2,4847.9,17531.8,0.0333,0.0192,0.0493,107217.6,104778.8,109675.2,55878.7,198273.2,752.5
Alabama,2020-06-15,9748.7,8715.4,10912.9,5034.4,18206.3,0.0362,0.0208,0.0535,108974.9,106505.0,111472.2,56794.8,201523.0,762.4
Alabama,2020-06-16,10132.8,9040.5,11329.9,5231.0,18919.9,0.0384,0.0228,0.0528,110801.7,108281.2,113329.1,57746.7,204900.4,772.4
Alabama,2020-06-17,10457.9,9343.8,11556.6,5400.1,19487.8,0.0392,0.0236,0.0546,112702.0,110174.3,115274.7,58737.7,208414.7,782.5
Alabama,2020-06-18,10912.0,9802.6,12158.0,5639.7,20362.1,0.0393,0.0232,0.054,114677.4,112116.6,117291.7,59767.5,212067.5,792.8
Alabama,2020-06-19,11422.7,10286.7,12595.0,5905.9,21278.3,0.0397,0.0254,0.0539,116739.2,114121.0,119386.0,60841.8,215879.3,803.2
Alabama,2020-06-20,11874.0,10649.9,13071.1,6135.3,22113.5,0.0396,0.0244,0.0548,118858.3,116210.1,121539.6,61946.6,219797.1,813.8
Alabama,2020-06-21,12352.1,11168.7,13605.5,6390.5,23005.9,0.0378,0.0231,0.0521,121021.3,118317.1,123742.0,63073.8,223796.5,824.6
Alabama,2020-06-22,12840.3,11620.6,14133.1,6644.0,23912.5,0.0344,0.0197,0.0478,123230.0,120471.1,125986.6,64224.8,227879.9,835.4
Alabama,2020-06-23,13401.5,12199.7,14670.1,6940.4,24937.1,0.0308,0.0165,0.0437,125466.3,122684.9,128266.3,65390.8,232014.9,846.4
Alabama,2020-06-24,13773.9,12517.8,15164.3,7131.5,25652.1,0.0267,0.0119,0.0402,127722.1,124865.0,130577.9,66566.0,236186.8,857.6
Alabama,2020-06-25,14060.1,12731.2,15364.0,7275.7,26155.9,0.0227,0.0083,0.0362,130008.1,127102.6,132903.3,67757.5,240413.4,868.9
Alabama,2020-06-26,14356.1,12968.6,15654.3,7426.3,26698.7,0.0187,0.0059,0.0308,132323.3,129385.9,135256.3,68964.5,244693.8,880.4
Alabama,2020-06-27,14536.0,13091.9,15763.9,7515.8,27013.3,0.016,0.0035,0.0288,134685.6,131702.2,137677.8,70195.8,249062.5,892.0
Alabama,2020-06-28,14662.8,13229.5,16051.0,7583.5,27284.1,0.0144,0.0018,0.0266,137060.1,134038.7,140076.9,71433.6,253451.7,903.9
Alabama,2020-06-29,14859.1,13517.7,16170.2,7694.5,27626.4,0.0117,-0.0015,0.0242,139429.1,136330.8,142484.3,72667.8,257831.5,916.0
Alabama,2020-06-30,15048.8,13772.9,16548.9,7799.3,28021.4,0.0085,-0.0031,0.0219,141779.2,138650.0,144887.7,73893.0,262177.4,928.4
Alabama,2020-07-01,15354.6,14018.0,16770.9,7955.0,28562.2,0.0058,-0.0061,0.0194,144107.8,140956.3,147265.0,75107.2,266483.4,941.1
Alabama,2020-07-02,15434.6,13964.2,16951.7,7986.0,28734.3,0.0027,-0.0103,0.0162,146407.9,143212.0,149601.2,76306.1,270735.8,953.9
Alabama,2020-07-03,15398.3,13976.1,16693.3,7971.1,28614.3,-0.001,-0.0141,0.0114,148677.3,145442.9,151922.8,77489.1,274932.5,967.1
Alabama,2020-07-04,15275.6,13859.5,16771.2,7907.1,28436.8,-0.0038,-0.0164,0.0079,150961.0,147714.3,154240.5,78680.0,279154.5,980.6
Alabama,2020-07-05,15136.2,13831.1,16545.2,7842.9,28159.2,-0.0049,-0.018,0.008,153253.3,149916.9,156548.6,79874.0,283391.4,994.5
Alabama,2020-07-06,14950.3,13642.9,16390.6,7745.1,27825.4,-0.005,-0.0176,0.0079,155540.1,152153.0,158884.5,81065.8,287619.9,1009.0
Alabama,2020-07-07,14751.1,13332.1,16129.4,7631.2,27444.0,-0.0045,-0.0174,0.0081,157826.3,154369.0,161206.9,82257.0,291846.7,1024.0
Alabama,2020-07-08,14844.1,13552.8,16250.4,7690.6,27621.7,-0.0037,-0.0157,0.009,160100.2,156613.9,163556.0,83442.5,296053.2,1039.6
Alabama,2020-07-09,14900.5,13516.2,16265.8,7712.7,27715.3,-0.0036,-0.016,0.0094,162339.9,158806.1,165859.8,84609.9,300195.7,1055.6
Alabama,2020-07-10,14863.8,13493.5,16247.3,7694.6,27652.3,-0.0036,-0.0161,0.0109,164554.5,160996.3,168087.5,85764.5,304288.7,1072.4
Alabama,2020-07-11,14860.4,13541.3,16241.4,7697.0,27645.4,-0.0055,-0.0186,0.0082,166722.1,163109.9,170300.9,86894.1,308296.9,1090.0
Alabama,2020-07-12,14780.5,13548.5,16152.7,7661.8,27496.5,-0.0091,-0.022,0.0038,168848.7,165208.3,172443.2,88002.8,312227.6,1108.3
Alabama,2020-07-13,14557.8,13244.5,16001.8,7538.6,27105.4,-0.0115,-0.0245,0.0015,170946.8,167264.3,174606.8,89096.4,316108.5,1127.3
Alabama,2020-07-14,14394.9,13168.3,15851.2,7459.9,26809.5,-0.0129,-0.026,0.0012,173026.4,169284.6,176751.7,90180.0,319955.3,1147.1
Alabama,2020-07-15,14089.2,12836.6,15497.9,7297.4,26235.8,-0.0139,-0.0274,-0.001,175084.5,171277.4,178837.0,91252.3,323760.0,1167.7
Alabama,2020-07-16,13823.4,12519.8,15117.4,7153.5,25718.6,-0.014,-0.0266,-0.0007,177117.5,173262.6,180935.9,92311.8,327520.8,1188.9
Alabama,2020-07-17,13637.2,12331.7,15043.1,7055.5,25405.2,-0.0144,-0.0281,-0.0019,179110.7,175212.6,182959.3,93350.6,331205.7,1210.5
Alabama,2020-07-18,13517.4,12273.7,14825.3,6997.8,25159.9,-0.0165,-0.0301,-0.0044,181020.6,177089.2,184885.5,94346.2,334736.0,1232.6
Alabama,2020-07-19,13377.7,12110.7,14728.9,6922.4,24914.4,-0.0202,-0.0334,-0.0065,182839.7,178872.1,186732.6,95294.4,338099.1,1255.0
Alabama,2020-07-20,13214.7,12029.2,14680.9,6843.6,24646.7,-0.0241,-0.0378,-0.0088,184589.3,180597.0,188519.1,96206.5,341334.5,1277.5
Alabama,2020-07-21,12955.6,11645.6,14171.2,6696.5,24104.7,-0.0274,-0.0413,-0.0125,186289.0,182264.7,190266.7,97092.4,344478.1,1300.4
